2021-12-27 18:06:19,663 -0.015380859375, -0.05
2021-12-27 18:06:19,673 -0.147216796875, -0.05
2021-12-27 18:06:19,684 -1.201904296875, -0.05
2021-12-27 18:06:19,694 -5.508544921875, -0.05
2021-12-27 18:06:19,704 -10.694091796875, -0.05
2021-12-27 18:06:19,714 -15.572021484375, -0.05
2021-12-27 18:06:19,724 -19.790771484375, -0.05
2021-12-27 18:06:19,734 -22.866943359375, -0.05
2021-12-27 18:06:19,744 -24.361083984375, -0.05
2021-12-27 18:06:19,754 -26.822021484375, -0.05
2021-12-27 18:06:19,765 -28.052490234375, -0.05
2021-12-27 18:06:19,775 -28.404052734375, -0.05
2021-12-27 18:06:19,785 -27.788818359375, -0.05
2021-12-27 18:06:19,795 -26.338623046875, -0.05
2021-12-27 18:06:19,805 -24.405029296875, -0.05
2021-12-27 18:06:19,815 -21.944091796875, -0.05
2021-12-27 18:06:19,825 -19.175537109375, -0.05
2021-12-27 18:06:19,835 -16.275146484375, -0.05
2021-12-27 18:06:19,845 -12.759521484375, -0.05
2021-12-27 18:06:19,855 -9.199951171875, -0.05
2021-12-27 18:06:19,865 -5.420654296875, -0.05
2021-12-27 18:06:19,876 -1.641357421875, -0.05
2021-12-27 18:06:19,886 2.006103515625, -0.05
2021-12-27 18:06:19,897 5.389892578125, -0.05
2021-12-27 18:06:19,906 8.070556640625, -0.05
2021-12-27 18:06:19,916 11.190673828125, -0.05
2021-12-27 18:06:19,926 14.398681640625, -0.05
2021-12-27 18:06:19,937 17.211181640625, -0.05
2021-12-27 18:06:19,947 19.584228515625, -0.05
2021-12-27 18:06:19,957 21.561767578125, -0.05
2021-12-27 18:06:19,967 22.396728515625, -0.05
2021-12-27 18:06:19,977 26.351806640625, -0.05
2021-12-27 18:06:19,987 27.142822265625, -0.05
2021-12-27 18:06:19,997 27.670166015625, -0.05
2021-12-27 18:06:20,008 27.670166015625, -0.05
2021-12-27 18:06:20,018 27.406494140625, -0.05
2021-12-27 18:06:20,028 26.923095703125, -0.05
2021-12-27 18:06:20,038 26.439697265625, -0.05
2021-12-27 18:06:20,048 25.560791015625, -0.05
2021-12-27 18:06:20,058 24.374267578125, -0.05
2021-12-27 18:06:20,068 22.704345703125, -0.05
2021-12-27 18:06:20,079 20.814697265625, -0.05
2021-12-27 18:06:20,089 18.705322265625, -0.05
2021-12-27 18:06:20,099 16.508056640625, -0.05
2021-12-27 18:06:20,109 13.915283203125, -0.05
2021-12-27 18:06:20,119 11.102783203125, -0.05
2021-12-27 18:06:20,129 8.290283203125, -0.05
2021-12-27 18:06:20,140 5.214111328125, -0.05
2021-12-27 18:06:20,150 2.225830078125, -0.05
2021-12-27 18:06:20,160 -0.498779296875, -0.05
2021-12-27 18:06:20,170 -3.487060546875, -0.05
2021-12-27 18:06:20,180 -5.904052734375, -0.05
2021-12-27 18:06:20,190 -8.408935546875, -0.05
2021-12-27 18:06:20,200 -10.650146484375, -0.05
2021-12-27 18:06:20,210 -12.759521484375, -0.05
2021-12-27 18:06:20,220 -14.737060546875, -0.05
2021-12-27 18:06:20,231 -16.758544921875, -0.05
2021-12-27 18:06:20,241 -18.428466796875, -0.05
2021-12-27 18:06:20,251 -19.966552734375, -0.05
2021-12-27 18:06:20,261 -21.065185546875, -0.05
2021-12-27 18:06:20,271 -21.812255859375, -0.05
2021-12-27 18:06:20,281 -22.119873046875, -0.05
2021-12-27 18:06:20,292 -22.251708984375, -0.05
2021-12-27 18:06:20,302 -22.339599609375, -0.05
2021-12-27 18:06:20,312 -22.075927734375, -0.05
2021-12-27 18:06:20,322 -21.460693359375, -0.05
